keys,ko,en,fr,it,es,ja,el,zh,zh_TW,ru,pt,pl,de
power.heal_team_per_turn.desc,플레이어 턴 시작마다 모든 영웅 %d 체력 회복,Restore %d HP to all heroes each player turn,Restaure %d PV à tous les héros chaque tour,Restaura %d PV a tutti gli eroi ogni turno,Restaura %d PV a todos los héroes cada turno,毎ターン全英雄 %d HP 回復,Αποκαθιστά %d HP σε όλους τους ήρωες,每回合为所有英雄恢复 %d HP,每回合为所有英雄恢复 %d HP,Восст. %d HP всем героям каждый ход,Restaura %d HP a todos heróis por turno,Przywróć %d HP wszystkim co turę,Stelle %d HP allen Helden pro Runde her
power.draw_per_turn.label,매 턴 카드 %d장을 추가로 뽑습니다.,Draw +%d/Turn,Piocher +%d/Tour,Pescare +%d/Turno,Robar +%d/Turno,ドロー +%d/ターン,Ανάληψη +%d/Γύρο,抽牌 +%d/回合,抽牌 +%d/回合,Взять +%d/ход,Comprar +%d/Turno,Dobranie +%d/Tura,Ziehen +%d/Runde
power.draw_per_turn.desc,플레이어 턴 시작마다 카드 %d장 추가 드로우,Draw %d additional cards each player turn,Piochez %d cartes supplémentaires chaque tour,Pesca %d carte aggiuntive ogni turno,Roba %d cartas adicionales cada turno,毎ターン %d 枚追加ドロー,Ανασύρετε %d επιπλέον κάρτες κάθε γύρο,每回合额外抽 %d 张牌,每回合额外抽 %d 张牌,Взять %d доп. карт каждый ход,Comprar %d cartas extras por turno,Dobierz %d dod. kart co turę,Ziehe %d zusätzl. Karten pro Runde
power.counter_per_attack.label,반격 %d%%,Counter %d%%,Contre %d%%,Contromossa %d%%,Contraataque %d%%,カウンター %d%%,Αντεπίθεση %d%%,反击 %d%%,反击 %d%%,Контратака %d%%,Contra-atq %d%%,Kontra %d%%,Konter %d%%
power.counter_per_attack.desc,공격받을 때 현재 방어도의 %d%%를 피해로 반사,Reflect %d%% of current Block as damage when attacked,Réfléchissez %d%% du Bloc actuel comme dégâts,Riflette il %d%% del Blocco attuale come danno,Refleja el %d%% del Bloqueo como daño al ser atacado,攻撃受け時に現在のブロックの %d%% を反射,Αντανακλά %d%% του Μπλοκ ως ζημιά,受攻击时将当前格挡的 %d%% 反射为伤害,受攻击时将当前格挡的 %d%% 反射为伤害,Отраж. %d%% тек. Блока как урон при атаке,Reflete %d%% do Bloqueio como dano ao ser atacado,Odbij %d%% obecnego Bloku jako obr.,Reflektiere %d%% des aktuellen Blocks als Schaden
power.bonus_per_hit.label,매 히트당 피해 %d을 추가합니다.,+%d Dmg/Hit,+%d Dégât/Frappe,+%d Danno/Colpo,+%d Daño/Golpe,ヒット毎 +%d ダメージ,+%d Ζημιά/Χτύπημα,每次命中 +%d 伤害,每次命中 +%d 伤害,+%d урона/удар,+%d Dano/Acerto,+%d Obr./Trafienie,+%d Schaden/Treffer
power.bonus_per_hit.desc,이 영웅의 모든 DAMAGE 효과 히트당 추가 피해 %d,+%d damage per hit for this hero,+%d dégâts par frappe,+%d danno per colpo,+%d daño por golpe,このヒーローの全DAMAGE +%d/ヒット,+%d ζημιά ανά χτύπημα,每次命中额外 %d 伤害,每次命中额外 %d 伤害,+%d урона за удар у этого героя,+%d dano por acerto deste herói,+%d obr. za trafienie tego bohatera,+%d Schaden pro Treffer für diesen Helden
power.every_nth_attack_bonus.label,매 %d번째 공격마다 피해 %d을 추가합니다.,Every %dth Attack: +%d Dmg,Toutes les %d Att.: +%d Dégâts,Ogni %d Att.: +%d Danno,Cada %d Ataques: +%d Daño,%d攻撃毎 +%d ダメージ,Κάθε %η Επίθεση: +%d Ζημιά,每 %d 次攻击 +%d 伤害,每 %d 次攻击 +%d 伤害,Каждая %d-я атака: +%d урона,A cada %d atq: +%d dano,Co %d atak: +%d obr.,Jeder %d. Angriff: +%d Schaden
power.every_nth_attack_bonus.desc,N번째 피해 효과마다 추가 피해 %d,Deal bonus %d damage every Nth attack,Inflige %d dégâts bonus toutes les N attaques,Infligge %d danno bonus ogni N attacchi,Inflige %d daño bonus cada N ataques,N番攻撃毎にボーナス %d ダメージ,Ζημιά %d μπόνους κάθε N επίθεση,每 N 次攻击造成额外 %d 伤害,每 N 次攻击造成额外 %d 伤害,%d бонус урона каждую N-ю атаку,%d dano bônus a cada N atq,%d obr. bonus co N atak,%d Bonus-Schaden alle N Angriffe
power.strength_player.label,모든 공격에 피해 %d을 추가합니다.,+%d Strength,+%d Force,+%d Forza,+%d Fuerza,筋力 +%d,Δύναμη +%d,力量 +%d,力量 +%d,Сила +%d,Força +%d,Siła +%d,Stärke +%d
power.strength_player.desc,이 영웅의 모든 피해에 %d 추가,Add %d to all damage by this hero,Ajoute %d à tous les dégâts,Aggiunge %d a tutti i danni,Añade %d a todo el daño,このヒーローの全ダメージに %d 追加,Προσθέτει %d σε όλη τη ζημιά,此英雄所有伤害 +%d,此英雄所有伤害 +%d,+%d ко всему урону этого героя,+%d a todo dano deste herói,+%d do całego obr. tego bohatera,+%d zu allem Schaden dieses Helden
power.sacrifice_bank.label,전투 중 %d 체력를 희생했습니다.,Sacrificed %d HP,Sacrifié %d PV,Sacrificato %d PV,Sacrificados %d PV,犠牲 %d HP,Θυσιάστηκαν %d HP,已牺牲 %d HP,已牺牲 %d HP,Принесено в жертву %d HP,Sacrificados %d HP,Poświęcono %d HP,%d HP geopfert
power.sacrifice_bank.desc,전투 중 누적 희생 체력 추적. 성흔의 결실 등 페이오프 카드가 참조,Tracks total HP sacrificed this combat,Suit les PV sacrifiés au combat,Tiene traccia dei PV sacrificati,Rastrea los PV sacrificados,戦闘中の累積犠牲HP追跡,Παρακολουθεί τα HP που θυσιάστηκαν,追踪本战斗中牺牲的HP,追踪本战斗中牺牲的HP,Учёт пожертв. HP в этом бою,Conta HP sacrificado no combate,Liczy poświęcone HP w walce,Verfolgt geopferte HP in diesem Kampf
power.charm_threshold_minus.label,매혹 임계치를 %d 낮춥니다.,Charm Threshold -%d,Seuil Charme -%d,Soglia Fascino -%d,Umbral Encanto -%d,魅了閾値 -%d,Κατώφλι Γοητείας -%d,魅惑阈值 -%d,魅惑阈值 -%d,Порог очарования -%d,Limiar Encanto -%d,Próg Uroku -%d,Bezauberungs-Schw. -%d
power.charm_threshold_minus.desc,적의 매혹 임계치를 %d만큼 하향,Lower enemy charm threshold by %d,Réduit le seuil de charme de %d,Riduce la soglia fascino di %d,Reduce el umbral de encanto en %d,敵の魅了閾値を %d 下げる,Μειώνει το κατώφλι γοητείας κατά %d,降低敌人魅惑阈值 %d,降低敌人魅惑阈值 %d,Снизить порог очарования врага на %d,Reduz limiar de encanto em %d,Obniż próg uroku o %d,Senke Bezauberungs-Schw. um %d
power.charm_double_apply.label,매혹 적용 시 스택을 2배로 부여합니다.,Double Charm Stacks,Double Charme,Fascino Doppio,Encanto Doble,魅了2倍,Διπλή Γοητεία,双倍魅惑层数,双倍魅惑层数,Двойное очарование,Encanto Duplo,Podwójny Urok,Doppelte Bezauberung
power.charm_double_apply.desc,이 영웅이 매혹 부여 시 스택 ×2,This hero applies double charm stacks,Ce héros applique le double de Charme,Questo eroe applica il doppio di Fascino,Este héroe aplica el doble de Encanto,このヒーローは魅了2倍,Αυτός ο ήρωας εφαρμόζει διπλή γοητεία,此英雄施加双倍魅惑,此英雄施加双倍魅惑,Этот герой даёт двойн. стаки очарования,Este herói aplica encanto duplicado,Ten bohater stosuje podwójny urok,Dieser Held wendet doppelte Bezauberung an
power.morale_per_turn.label,매 턴 사기 %d을 얻습니다.,Morale +%d/Turn,Moral +%d/Tour,Morale +%d/Turno,Moral +%d/Turno,士気 +%d/ターン,Ηθικό +%d/Γύρο,士气 +%d/回合,士气 +%d/回合,Мораль +%d/ход,Moral +%d/Turno,Morale +%d/Tura,Moral +%d/Runde
power.morale_per_turn.desc,플레이어 턴 시작마다 사기 %d 획득,Gain %d Morale at the start of each player turn,Gagnez %d Moral chaque tour,Guadagna %d Morale ogni turno,Gana %d Moral cada turno,毎ターン開始時に士気 %d 獲得,Αποκτά %d Ηθικό κάθε γύρο,每回合开始时获得 %d 士气,每回合开始时获得 %d 士气,Получ. %d Морали каждый ход,Ganha %d Moral por turno,Zysk. %d Morale co turę,Erhalte %d Moral pro Runde
power.morale_to_dmg.label,사기 1당 다음 공격에 피해 %d을 추가합니다.,Morale to Dmg +%d,Moral → Dégât +%d,Morale → Danno +%d,Moral → Daño +%d,士気→ダメージ +%d,Ηθικό → Ζημιά +%d,士气→伤害 +%d,士气→伤害 +%d,Мораль → урон +%d,Moral → Dano +%d,Morale → Obr. +%d,Moral → Schaden +%d
power.morale_to_dmg.desc,사기 스택당 다음 DAMAGE에 %d 추가,Each morale stack adds %d to the next attack,Chaque Moral ajoute %d à la prochaine attaque,Ogni Morale aggiunge %d al prossimo attacco,Cada Moral agrega %d al siguiente ataque,士気スタックごとに次のダメージに %d 追加,Κάθε Ηθικό προσθέτει %d στην επόμενη επίθεση,每士气层为下次攻击 +%d 伤害,每士气层为下次攻击 +%d 伤害,Каждый стак морали +%d к след. атаке,Cada pilha de moral +%d à próx. atq,Każdy stos morale +%d do nast. ataku,Jeder Moral-Stapel +%d zum nächsten Angriff
power.token_bonus_dmg.label,병사 1명당 피해 %d을 추가합니다.,+%d Dmg/Token,+%d Dégât/Jeton,+%d Danno/Gettone,+%d Daño/Ficha,トークン毎 +%d ダメージ,+%d Ζημιά/Μάρκα,每个士兵 +%d 伤害,每个士兵 +%d 伤害,+%d урона/жетон,+%d Dano/Ficha,+%d Obr./Żeton,+%d Schaden/Marke
power.token_bonus_dmg.desc,DAMAGE_PER_TOKEN 계산 시 토큰당 %d 추가,Add %d per token to DAMAGE_PER_TOKEN effects,Ajoute %d par jeton,Aggiunge %d per gettone,Añade %d por ficha,DAMAGE_PER_TOKEN に %d 追加,Προσθέτει %d ανά μάρκα,每个士兵额外 %d 伤害,每个士兵额外 %d 伤害,+%d на жетон для DAMAGE_PER_TOKEN,+%d por ficha em DAMAGE_PER_TOKEN,+%d za żeton w DAMAGE_PER_TOKEN,+%d pro Marke bei DAMAGE_PER_TOKEN
power.summon_per_turn.label,매 턴 병사 %d명을 소환합니다.,Summon %d Token/Turn,Invoquer %d Jeton/Tour,Evocare %d Gettone/Turno,Invocar %d Ficha/Turno,毎ターン兵士 %d 召喚,Κάλεσμα %d Μάρκας/Γύρο,每回合召唤 %d 名士兵,每回合召唤 %d 名士兵,Призыв %d жетонов/ход,Invocar %d ficha/turno,Przyzwij %d żeton/turę,Beschwöre %d Marke/Runde
power.summon_per_turn.desc,플레이어 턴 시작마다 병사 %d 소환,Summon %d tokens at the start of each player turn,Invoque %d jetons chaque tour,Evoca %d gettoni ogni turno,Invoca %d fichas cada turno,毎ターン開始時に兵士 %d 召喚,Καλεί %d μάρκες κάθε γύρο,每回合开始时召唤 %d 名士兵,每回合开始时召唤 %d 名士兵,Призывает %d жетонов каждый ход,Invoca %d fichas por turno,Przyzywa %d żetonów co turę,Beschwört %d Marken pro Runde
power.formation_bonus.label,진형 보너스 영웅당 +%d 방어도.,Formation +%d/Hero,Formation +%d/Héros,Formazione +%d/Eroe,Formación +%d/Héroe,陣形 +%d/英雄,Σχηματισμός +%d/Ήρωα,阵形 +%d/英雄,阵形 +%d/英雄,Формация +%d/герой,Formação +%d/Herói,Formacja +%d/Bohater,Formation +%d/Held
power.formation_bonus.desc,FORMATION_BLOCK 효과 시 생존 영웅당 %d 추가,Add %d per living hero to FORMATION_BLOCK effects,Ajoute %d par héros vivant,Aggiunge %d per eroe vivo,Añade %d por héroe vivo,FORMATION_BLOCK に %d 追加,Προσθέτει %d ανά ζωντανό ήρωα,每存活英雄额外 %d 防御,每存活英雄额外 %d 防御,+%d на живого героя для FORMATION_BLOCK,+%d por herói vivo em FORMATION_BLOCK,+%d za żywego bohatera w FORMATION_BLOCK,+%d pro lebenden Helden bei FORMATION_BLOCK
power.cards_played_bonus.label,이번 턴 사용 카드당 다음 공격 피해 +%d.,+%d Dmg/Card Played,+%d Dégât/Carte Jouée,+%d Danno/Carta Giocata,+%d Daño/Carta Jugada,使用カード毎 +%d ダメージ,+%d Ζημιά/Κάρτα Παίχτηκε,每出牌 +%d 伤害,每出牌 +%d 伤害,+%d урона/карту,+%d Dano/Carta jogada,+%d Obr./Karta zagrana,+%d Schaden/gespielte Karte
power.cards_played_bonus.desc,이번 턴 사용 카드 수 × %d를 다음 DAMAGE에 추가,Adds (cards played × %d) to the next DAMAGE,Ajoute (cartes jouées × %d) au prochain DAMAGE,Aggiunge (carte giocate × %d) al prossimo DAMAGE,Agrega (cartas jugadas × %d) al próximo DAMAGE,使用枚数 × %d 追加,Προσθέτει (κάρτες × %d) στο επόμενο DAMAGE,出牌数 × %d 附加伤害,出牌数 × %d 附加伤害,(сыграно карт × %d) к след. DAMAGE,(cartas × %d) ao próx. DAMAGE,(zagrane karty × %d) do nast. DAMAGE,(gespielte Karten × %d) zum nächsten DAMAGE
power.poison_double_application.label,독 부여 시 스택을 2배로 적용합니다.,Double Poison Stacks,Double Poison,Veleno Doppio,Veneno Doble,毒2倍,Διπλό Δηλητήριο,双倍中毒层数,双倍中毒层数,Двойной яд,Veneno Duplo,Podwójna Trucizna,Doppeltes Gift
power.poison_double_application.desc,이 영웅이 독 부여 시 스택 ×2,This hero applies double poison stacks,Ce héros applique le double de Poison,Questo eroe applica il doppio di Veleno,Este héroe aplica el doble de Veneno,このヒーローは毒2倍,Αυτός ο ήρωας εφαρμόζει διπλό δηλητήριο,此英雄施加双倍中毒,此英雄施加双倍中毒,Этот герой даёт двойн. стаки яда,Este herói aplica veneno duplicado,Ten bohater stosuje podwójną truciznę,Dieser Held wendet doppeltes Gift an
power.debuff_amplify.label,디버프 적용 시 스택 +%d 추가합니다.,+%d Debuff Stacks,+%d Débuff,+%d Debuff,+%d Desventaja,デバフ +%d スタック,+%d Εξασθένηση,减益层数 +%d,减益层数 +%d,+%d стак дебаффа,+%d Pilhas Debuff,+%d Stosy Debuff,+%d Debuff-Stapel
power.debuff_amplify.desc,이 영웅이 약화/취약 부여 시 %d 추가 스택,Apply %d extra stacks on weak/vulnerable,Applique %d stacks supplémentaires,Applica %d stack extra,Aplica %d pilas extra,弱化/脆弱付与時 %d スタック追加,+%d στοίβες κατά εφαρμογή εξασθένησης,施加减益时额外 %d 层,施加减益时额外 %d 层,+%d доп. стаков для weak/vulnerable,+%d pilhas extras em weak/vulnerable,+%d dod. stosów dla weak/vulnerable,+%d zusätzliche Stapel bei weak/vulnerable
power.echo_next_attack.label,다음 공격 카드 효과를 1회 재시전합니다.,Echo Next Attack,Écho Prochain Att.,Eco Prox. Attacco,Eco Próx. Ataque,次の攻撃エコー,Ηχώ Επόμ. Επίθεσης,下次攻击回响,下次攻击回响,Эхо след. атаки,Eco Próx. Ataque,Echo Nast. Ataku,Echo nächster Angriff
power.echo_next_attack.desc,다음 ATTACK 카드의 모든 효과를 1회 추가 시전,Replay all effects of the next ATTACK card once,Rejoue tous les effets de la prochaine attaque,Ripete tutti gli effetti del prossimo attacco,Repite todos los efectos del próximo ataque,次のATTACKカードの全効果を1回再発動,Επαναλαμβάνει όλες τις επιδράσεις της επόμενης επίθεσης,下张攻击牌的所有效果再次触发,下张攻击牌的所有效果再次触发,Повтор всех эффектов след. ATTACK карты,Repete efeitos da próx. ATTACK,Powtórz efekty nast. ATTACK,Wiederhole Effekte der nächsten ATTACK-Karte
power.double_next_damage.label,다음 데미지 ×%d,Next Damage ×%d,Prochain dégât ×%d,Prossimo Danno ×%d,Próximo Daño ×%d,次のダメージ ×%d,Επόμενη Ζημιά ×%d,下次伤害 ×%d,下次傷害 ×%d,След. урон ×%d,Próx. Dano ×%d,Nast. Obr. ×%d,Nächster Schaden ×%d
power.double_next_damage.desc,다음 데미지 카드 1회 ×%d 피해,Next damage card deals ×%d damage (once),Prochaine carte de dégâts ×%d (une fois),Prossima carta danno ×%d (una volta),Próxima carta de daño ×%d (una vez),次のダメージカード ×%d ダメージ（1回）,Η επόμενη κάρτα ζημιάς ×%d (μία φορά),下张伤害牌 ×%d 伤害（一次）,下張傷害牌 ×%d 傷害（一次）,След. карта урона ×%d (раз),Próx. carta de dano ×%d (única),Nast. karta obr. ×%d (raz),Nächste Schaden-Karte ×%d (einmal)
power.heal_per_turn.label,체력 회복 +%d/턴,Heal +%d/Turn,Soin +%d/Tour,Cura +%d/Turno,Curar +%d/Turno,回復 +%d/ターン,Θεραπεία +%d/Γύρο,治疗 +%d/回合,治療 +%d/回合,Лечение +%d/ход,Cura +%d/Turno,Lecz. +%d/Tura,Heilung +%d/Runde
power.heal_per_turn.desc,플레이어 턴 시작마다 본인 체력 %d 회복,Restore %d HP at the start of each player turn,Restaure %d PV au début de chaque tour du joueur,Restaura %d PV all'inizio di ogni turno del giocatore,Restaura %d PV al inicio de cada turno del jugador,プレイヤーターン開始時に %d HP 回復,Αποκαθιστά %d HP στην αρχή κάθε γύρου του παίκτη,每回合开始时恢复 %d HP,每回合開始時恢復 %d HP,Восст. %d HP каждый ход,Restaura %d HP por turno,Przywróć %d HP co turę,Stelle %d HP pro Runde her
battle.signature.hubris.toast,휴브리스!,HUBRIS!,HUBRIS !,HUBRIS!,¡HUBRIS!,ヒュブリス！,ΥΒΡΙΣ!,傲慢之罪！,傲慢之罪！,ГИБРИС!,HUBRIS!,HYBRIS!,HYBRIS!
battle.signature.ragnarok.toast,라그나로크!,RAGNAROK!,RAGNARÖK !,RAGNARÖK!,¡RAGNARÖK!,ラグナロク！,ΡΑΓΝΑΡΟΚ!,诸神黄昏！,諸神黃昏！,РАГНАРЁК!,RAGNARÖK!,RAGNARÖK!,RAGNARÖK!
battle.signature.egyptian_curse.toast,저주의 시선!,EGYPTIAN CURSE!,MALÉDICTION ÉGYPTIENNE !,MALEDIZIONE EGIZIA!,¡MALDICIÓN EGIPCIA!,エジプトの呪い！,ΑΙΓΥΠΤΙΑΚΗ ΚΑΤΑΡΑ!,埃及诅咒！,埃及詛咒！,ЕГИПЕТСКОЕ ПРОКЛЯТИЕ!,MALDIÇÃO EGÍPCIA!,KLĄTWA EGIPSKA!,ÄGYPTISCHER FLUCH!
battle.signature.karma.toast,인과응보!,KARMA!,KARMA !,KARMA!,¡KARMA!,因果応報！,ΚΑΡΜΑ!,因果报应！,因果報應！,КАРМА!,KARMA!,KARMA!,KARMA!
battle.signature.yin_yang.toast,음양 교대!,YIN YANG!,YIN YANG !,YIN YANG!,¡YIN YANG!,陰陽交代！,ΓΙΝ ΓΙΑΝΓΚ!,阴阳交替！,陰陽交替！,ИНЬ-ЯН!,YIN YANG!,YIN YANG!,YIN YANG!
battle.signature.kekkai.toast,결계 발동!,KEKKAI!,KEKKAI !,KEKKAI!,¡KEKKAI!,結界発動！,ΚΕΚΚΑΪ!,结界发动！,結界發動！,КЕККАЙ!,KEKKAI!,KEKKAI!,KEKKAI!
power.speed_buff.label,속도 +%d,Speed +%d,Vitesse +%d,Velocità +%d,Velocidad +%d,速度+%d,Ταχύτητα +%d,速度+%d,速度+%d,Скорость +%d,Velocidade +%d,Szybkość +%d,Geschw. +%d
power.speed_buff.desc,전투 끝까지 속도 +%d,Speed +%d until end of battle,Vitesse +%d jusqu'à la fin du combat,Velocità +%d fino alla fine della battaglia,Velocidad +%d hasta el fin de la batalla,戦闘終了まで速度+%d,Ταχύτητα +%d μέχρι το τέλος της μάχης,战斗结束前速度+%d,戰鬥結束前速度+%d,Скорость +%d до конца боя,Velocidade +%d até o fim do combate,Szybkość +%d do końca walki,Geschw. +%d bis Kampfende
battle.intent.tooltip.buff_speed,자신 속도 +%d (%d턴),Self: Speed +%d (%d turns),Soi: Vitesse +%d (%d tours),Sé: Velocità +%d (%d turni),Yo: Velocidad +%d (%d turnos),自身: 速度+%d（%dターン）,Εαυτός: Ταχύτητα +%d (%d γύροι),自身: 速度+%d（%d回合）,自身: 速度+%d（%d回合）,Себе: Скорость +%d (%d х.),Auto: Velocidade +%d (%d turnos),Sobie: Szybkość +%d (%d tur),Selbst: Geschw. +%d (%d R.)
battle.intent.tooltip.debuff_speed,속도 저하 -%d (%d턴),Slow -%d (%d turns),Ralentir -%d (%d tours),Rallentare -%d (%d turni),Ralentizar -%d (%d turnos),減速 -%d（%dターン）,Επιβράδυνση -%d (%d γύροι),减速 -%d（%d回合）,減速 -%d（%d回合）,Замедление -%d (%d х.),Lentidão -%d (%d turnos),Spowolnienie -%d (%d tur),Verlangsamung -%d (%d R.)
battle.intent.charge_up,💢,💢,💢,💢,💢,💢,💢,💢,💢,💢,💢,💢,💢
battle.intent.debuff.stun,🌀,🌀,🌀,🌀,🌀,🌀,🌀,🌀,🌀,🌀,🌀,🌀,🌀
battle.intent.tooltip.charge_up,힘을 모으고 있다.,Gathering power.,Rassemble sa puissance.,Concentra la sua forza.,Reuniendo poder.,力を溜めている。,Συγκεντρώνει δύναμη.,正在蓄力。,正在蓄力。,Собирает силу.,Reúne poder.,Zbiera moc.,Sammelt Kraft.
battle.intent.tooltip.counter_warning,강력한 공격을 하려합니다. 카운터를 사용하여 기절시키세요!,About to unleash a powerful attack — use Counter to stun!,Prépare une attaque puissante — utilisez Contre pour étourdir!,Sta per scatenare un attacco potente — usa il Contrattacco per stordire!,A punto de lanzar un ataque poderoso — usa Contraataque para aturdir!,強力な攻撃の前触れ — カウンターでスタンさせよう!,Ετοιμάζει ισχυρή επίθεση — χρησιμοποιήστε Αντεπίθεση για ζάλη!,即将施展强力攻击 — 使用反击使其眩晕!,即將施展強力攻擊 — 使用反擊使其眩暈!,Готовит мощную атаку — используй Контратаку для оглушения!,Prestes a desferir um ataque poderoso — use Contra para atordoar!,Zaraz wykona potężny atak — użyj Kontry by ogłuszyć!,Bereitet mächtigen Angriff vor — Konter zum Betäuben!
battle.toast.stunned,%s 스턴! 행동 불가,%s is stunned! Cannot act,%s est étourdi ! Action impossible,%s è stordito! Non può agire,%s está aturdido! No puede actuar,%s スタン！行動不可,%s ζάλη! Δεν μπορεί να δράσει,%s 眩晕！无法行动,%s 眩暈！無法行動,%s оглушён! Не может действовать,%s atordoado! Não pode agir,%s ogłuszony! Nie może działać,%s betäubt! Kann nicht handeln
battle.synergy.triggered,시너지 발동!,Synergy!,Synergie !,Sinergia!,¡Sinergia!,シナジー発動！,Συνέργεια!,协同发动！,協同發動！,Синергия!,Sinergia!,Synergia!,Synergie!
battle.cc.stunned,기절!,STUNNED!,Étourdi!,Stordito!,Aturdido!,気絶!,Ζάλη!,眩晕!,眩暈!,Оглушён!,Atordoado!,Ogłuszony!,Betäubt!
battle.cc.charmed,반함!,CHARMED!,Charmé!,Ammaliato!,Hechizado!,魅了!,Γοητευμένος!,魅惑!,魅惑!,Очарован!,Enfeitiçado!,Oczarowany!,Verzaubert!
battle.cc.enthralled,매혹!,ENTHRALLED!,Ensorcelé!,Soggiogato!,Subyugado!,魅了済!,Σαγηνευμένος!,被魅惑!,被魅惑!,Околдован!,Subjugado!,Zniewolony!,Bezaubert!
battle.cc.silenced,침묵!,SILENCED!,Réduit au silence!,Silenziato!,Silenciado!,沈黙!,Σιωπή!,沉默!,沉默!,Молчание!,Silenciado!,Wyciszony!,Stummgeschaltet!
