keys,ko,en,fr,it,es,ja,el,zh,zh_TW,ru,pt,pl,de
ui.shop.svc_heal_name,체력 회복,Heal HP,Soigner PV,Cura PS,Curar PV,HP回復,Θεραπεία HP,恢复HP,恢复HP,Лечение HP,Curar HP,Lecz HP,HP heilen
ui.shop.svc_heal_desc,파티 전원 체력 +%d,Party HP +%d,PV du groupe +%d,PS del gruppo +%d,PV del grupo +%d,パーティ全員 HP+%d,Ομάδα HP +%d,队伍全员 HP+%d,队伍全员 HP+%d,HP отряда +%d,HP do grupo +%d,HP drużyny +%d,Gruppen-HP +%d
ui.shop.svc_remove_name,카드 제거,Remove Card,Retirer Carte,Rimuovi Carta,Quitar Carta,カード除去,Αφαίρεση Κάρτας,移除卡牌,移除卡牌,Убрать карту,Remover Carta,Usuń Kartę,Karte entfernen
ui.shop.svc_remove_desc,덱에서 카드 1장 제거,Remove 1 card from deck,Retirer 1 carte du deck,Rimuovi 1 carta dal mazzo,Quita 1 carta del mazo,デッキから1枚除去,Αφαίρεσε 1 φύλλο από τράπουλα,从卡组移除1张牌,从卡组移除1张牌,Убрать 1 карту из колоды,Remover 1 carta do baralho,Usuń 1 kartę z talii,1 Karte aus Deck entfernen
ui.shop.svc_upgrade_name,카드 강화,Upgrade Card,Améliorer Carte,Potenzia Carta,Mejorar Carta,カード強化,Αναβάθμιση Κάρτας,强化卡牌,强化卡牌,Улучшить карту,Melhorar Carta,Ulepsz Kartę,Karte verbessern
ui.shop.svc_upgrade_desc,덱의 카드 1장 강화,Upgrade 1 card in deck,Améliorer 1 carte du deck,Potenzia 1 carta nel mazzo,Mejora 1 carta del mazo,デッキの1枚を強化,Αναβάθμισε 1 φύλλο στην τράπουλα,强化卡组中1张牌,强化卡组中1张牌,Улучшить 1 карту в колоде,Melhorar 1 carta no baralho,Ulepsz 1 kartę w talii,1 Karte im Deck verbessern
ui.shop.card_name_cost,%s (비용 %d),%s (Cost %d),%s (Coût %d),%s (Costo %d),%s (Coste %d),%s (%d コスト),%s (Κόστος %d),%s (费用 %d),%s (费用 %d),%s (Цена %d),%s (Custo %d),%s (Koszt %d),%s (Kosten %d)
ui.rest.hero_hp_format,%s 체력: %d / %d,%s HP: %d / %d,%s PV: %d / %d,%s PS: %d / %d,%s PV: %d / %d,%s HP: %d / %d,%s HP: %d / %d,%s HP: %d / %d,%s HP: %d / %d,%s HP: %d / %d,%s HP: %d / %d,%s HP: %d / %d,%s HP: %d / %d
ui.game_over.stats,도달 층: %d / 9\n보유 골드: %d,Floor: %d / 9\nGold: %d,Étage: %d / 9\nOr: %d,Piano: %d / 9\nOro: %d,Piso: %d / 9\nOro: %d,フロア: %d / 9\nゴールド: %d,Όροφος: %d / 9\nΧρυσός: %d,楼层: %d / 9\n金币: %d,楼层: %d / 9\n金币: %d,Этаж: %d / 9\nЗолото: %d,Andar: %d / 9\nOuro: %d,Piętro: %d / 9\nZłoto: %d,Stockwerk: %d / 9\nGold: %d
ui.hero_select.unlock_condition_none,해금 조건 미달성,Unlock condition not met,Condition non remplie,Condizione non soddisfatta,Condición no cumplida,解放条件未達成,Η συνθήκη δεν εκπληρώθηκε,未满足解锁条件,未满足解锁条件,Условие не выполнено,Condição não atendida,Warunek niespełniony,Bedingung nicht erfüllt
ui.hero_select.btn_recruit,%s 영입,Recruit %s,Recruter %s,Recluta %s,Reclutar %s,%s を仲間に,Στράτευσε %s,招募 %s,招募 %s,Нанять %s,Recrutar %s,Zwerbuj %s,%s anwerben
ui.hero_select.btn_select,%s 선택,Select %s,Choisir %s,Scegli %s,Elegir %s,%s を選択,Επίλεξε %s,选择 %s,选择 %s,Выбрать %s,Selecionar %s,Wybierz %s,%s wählen
ui.battle.btn_deck_view,덱 보기,View Deck,Voir Deck,Visualizza Mazzo,Ver Mazo,デッキ表示,Προβολή Τράπουλας,查看卡组,查看卡组,Колода,Ver Baralho,Zobacz Talię,Deck ansehen
ui.battle.deck_viewer.draw,현재 덱,Current Deck,Deck Actuel,Mazzo Attuale,Mazo Actual,現在のデッキ,Τρέχουσα Τράπουλα,当前牌组,當前牌組,Текущая колода,Baralho Atual,Aktualna Talia,Aktuelles Deck
ui.battle.deck_viewer.discard,사용한 덱,Used Cards,Cartes Utilisées,Carte Usate,Cartas Usadas,使用済み,Χρησιμοποιημένες,已用牌,已用牌,Использованные,Cartas Usadas,Użyte Karty,Verwendete Karten
ui.battle.deck_viewer.exhaust,이용불가,Unavailable,Indisponibles,Non Disponibili,No Disponibles,使用不可,Μη Διαθέσιμες,不可用,不可用,Недоступно,Indisponíveis,Niedostępne,Nicht verfügbar
ui.battle.deck_viewer.empty,(비어 있음),(Empty),(Vide),(Vuoto),(Vacío),(空),(Κενό),(空),(空),(Пусто),(Vazio),(Puste),(Leer)
ui.battle.modal.discard_pick.title,버릴 카드를 1장 선택하세요,Choose 1 card to discard,Choisissez 1 carte à défausser,Scegli 1 carta da scartare,Elige 1 carta para descartar,捨てるカードを1枚選んでください,Επίλεξε 1 κάρτα για απόρριψη,选择1张要弃置的牌,選擇1張要棄置的牌,Выберите 1 карту для сброса,Escolha 1 carta para descartar,Wybierz 1 kartę do odrzucenia,Wähle 1 Karte zum Ablegen
ui.battle.modal.discard_pick.confirm,버리기,Discard,Défausser,Scartare,Descartar,捨てる,Απόρριψη,弃置,棄置,Сбросить,Descartar,Odrzuć,Ablegen
ui.chapter_clear.eyebrow,— THE PILGRIMAGE —,— THE PILGRIMAGE —,— THE PILGRIMAGE —,— THE PILGRIMAGE —,— THE PILGRIMAGE —,— THE PILGRIMAGE —,— THE PILGRIMAGE —,— THE PILGRIMAGE —,— THE PILGRIMAGE —,— THE PILGRIMAGE —,— THE PILGRIMAGE —,— THE PILGRIMAGE —,— THE PILGRIMAGE —
ui.chapter_clear.title_chapter,챕터 %s 완수,Chapter %s Complete,Chapitre %s Terminé,Capitolo %s Completato,Capítulo %s Completado,チャプター%s 完了,Κεφάλαιο %s Ολοκληρώθηκε,第%s章 完成,第%s章 完成,Глава %s завершена,Capítulo %s Completo,Rozdział %s Ukończony,Kapitel %s abgeschlossen
ui.chapter_clear.title_all_complete,순례 완수,Pilgrimage Complete,Pèlerinage Accompli,Pellegrinaggio Compiuto,Peregrinaje Completado,巡礼完遂,Το Προσκύνημα Ολοκληρώθηκε,朝圣完成,朝聖完成,Паломничество завершено,Peregrinação Completa,Pielgrzymka Ukończona,Pilgerreise abgeschlossen
ui.chapter_clear.subtitle_next,다음 문이 열렸다.,The next door has opened.,La prochaine porte s'est ouverte.,La prossima porta si è aperta.,La siguiente puerta se ha abierto.,次の扉が開いた。,Η επόμενη πόρτα άνοιξε.,下一扇门已开启。,下一扇門已開啟。,Следующая дверь открылась.,A próxima porta se abriu.,Otworzyły się następne drzwi.,Die nächste Tür hat sich geöffnet.
ui.chapter_clear.subtitle_all_complete,"모든 길의 끝에서, 새로운 시작이 기다린다.","At the end of every road, a new beginning awaits.","Au bout de chaque route, un nouveau départ attend.","Alla fine di ogni strada, un nuovo inizio attende.","Al final de cada camino, un nuevo comienzo espera.",すべての道の終わりに、新たな始まりが待っている。,"Στο τέλος κάθε δρόμου, μια νέα αρχή περιμένει.",在每条路的尽头，新的开始在等待。,在每條路的盡頭，新的開始在等待。,В конце каждой дороги ждёт новое начало.,"Ao fim de cada estrada, espera um novo começo.",Na końcu każdej drogi czeka nowy początek.,Am Ende jeder Straße wartet ein Neuanfang.
ui.chapter_clear.stat_floor,최종 층,Final Floor,Étage Final,Piano Finale,Piso Final,最終フロア,Τελικό Επίπεδο,最终楼层,最終樓層,Финальный этаж,Andar Final,Końcowe Piętro,Endgültiges Stockwerk
ui.chapter_clear.stat_gold,획득 골드,Gold Earned,Or Gagné,Oro Guadagnato,Oro Ganado,獲得ゴールド,Χρυσός Αποκτηθείς,获得金币,獲得金幣,Получено золота,Ouro Ganho,Zdobyte Złoto,Verdientes Gold
ui.chapter_clear.stat_relics,보유 렐릭,Relics Held,Reliques Obtenues,Reliquie Ottenute,Reliquias Obtenidas,所持レリック,Αντικείμενα στην Κατοχή,持有遗物,持有遺物,Реликвии,Relíquias Obtidas,Posiadane Relikwie,Gehaltene Relikte
ui.chapter_clear.stat_survivors,생존 영웅,Heroes Standing,Héros Survivants,Eroi Sopravvissuti,Héroes Supervivientes,生存英雄,Επιζώντες Ήρωες,存活英雄,存活英雄,Выжившие герои,Heróis Sobreviventes,Pozostali Bohaterowie,Überlebende Helden
ui.chapter_clear.btn_next_chapter,다음 챕터로,Next Chapter,Chapitre Suivant,Capitolo Successivo,Siguiente Capítulo,次のチャプターへ,Επόμενο Κεφάλαιο,下一章,下一章,Следующая глава,Próximo Capítulo,Następny Rozdział,Nächstes Kapitel
ui.chapter_clear.btn_main_menu,메인 메뉴,Main Menu,Menu Principal,Menu Principale,Menú Principal,メインメニュー,Κεντρικό Μενού,主菜单,主選單,Главное меню,Menu Principal,Menu Główne,Hauptmenü
ui.event.choose_header,— 선택하라 —,— Choose —,— Choisir —,— Scegli —,— Elegir —,— 選択せよ —,— Επίλεξε —,— 选择 —,— 选择 —,— Выберите —,— Escolher —,— Wybierz —,— Wählen —
ui.event.tag.cost_gold,−%d 코인,−%d Coin,−%d Pièce,−%d Moneta,−%d Moneda,−%d コイン,−%d Νόμισμα,−%d 金币,−%d 金币,−%d монета,−%d Moeda,−%d Moneta,−%d Münze
ui.event.tag.cost_hp,−%d 체력,−%d HP,−%d PV,−%d PF,−%d PS,−%d HP,−%d ΖΩΗ,−%d 血量,−%d 血量,−%d HP,−%d PV,−%d HP,−%d HP
ui.event.tag.gain_gold,+%d 코인,+%d Coin,+%d Pièce,+%d Moneta,+%d Moneda,+%d コイン,+%d Νόμισμα,+%d 金币,+%d 金币,+%d монета,+%d Moeda,+%d Moneta,+%d Münze
ui.event.tag.gain_hp,+%d 체력,+%d HP,+%d PV,+%d PF,+%d PS,+%d HP,+%d ΖΩΗ,+%d 血量,+%d 血量,+%d HP,+%d PV,+%d HP,+%d HP
ui.event.tag.draw_up,성스러운 두루마리,Sacred Scroll,Parchemin Sacré,Pergamena Sacra,Pergamino Sagrado,聖なる巻物,Ιερός Κύλινδρος,神圣卷轴,神聖捲軸,Священный свиток,Pergaminho Sagrado,Święty Zwój,Heilige Schriftrolle
ui.buff.permanent_draw.name,영구 드로우 증가,Permanent Draw Bonus,Bonus de Pioche Permanent,Bonus Pesca Permanente,Bono de Robo Permanente,永続ドロー増加,Μόνιμη Αύξηση Ανάληψης,永久抽牌强化,永久抽牌強化,Пост. бонус взятия,Bônus de Compra Perm.,Stały Bonus Dobierania,Permanenter Ziehbonus
ui.buff.permanent_draw.desc,매 턴 시작 시 카드를 +%d장 더 뽑습니다,Draw +%d additional cards at the start of each turn,Piochez %d cartes supplémentaires au début de chaque tour,Pesca %d carte aggiuntive all'inizio di ogni turno,Roba %d cartas adicionales al inicio de cada turno,毎ターン開始時にカードを%d枚追加でドローします,Τραβήξτε %d επιπλέον κάρτες στην αρχή κάθε γύρου,每回合开始时额外抽 %d 张牌,每回合開始時額外抽 %d 張牌,Взять +%d доп. карт каждый ход,Compre +%d cartas extras por turno,Dobierz +%d dod. kart co turę,+%d zusätzliche Karten pro Runde
ui.event.tag.remove_card,카드 제거,Remove Card,Retirer Carte,Rimuovi Carta,Eliminar Carta,カード除去,Αφαίρεση Κάρτας,移除卡牌,移除卡牌,Убрать карту,Remover Carta,Usuń Kartę,Karte entfernen
ui.event.tag.remove_card_random,무작위 카드 1장 제거,Remove Random Card,Retirer Carte Aléatoire,Rimuovi Carta Casuale,Eliminar Carta Aleatoria,ランダムにカード1枚除去,Αφαίρεση Τυχαίας Κάρτας,随机移除1张卡牌,隨機移除1張卡牌,Случ. карту убрать,Remover Carta Aleatória,Usuń Losową Kartę,Zufällige Karte entfernen
ui.event.tag.add_relic,렐릭 획득,Gain Relic,Obtenir Relique,Ottieni Reliquia,Obtener Reliquia,遺物獲得,Απόκτηση Λειψάνου,获得遗物,获得遗物,Получить реликвию,Ganhar Relíquia,Zdobądź Relikwię,Relikt erhalten
ui.event.tag.relic_gamble,렐릭 도박,Relic Gamble,Pari Relique,Scommessa Reliquia,Apostar Reliquia,遺物ギャンブル,Τζόγος Λειψάνου,遗物赌注,遗物赌注,Ставка на реликвию,Aposta de Relíquia,Hazard Relikwii,Relikt-Glücksspiel
ui.event.tag.add_hero,영웅 합류,Hero Joins,Héros Rejoint,Eroe Si Unisce,Héroe Se Une,英雄加入,Ήρωας Εντάσσεται,英雄加入,英雄加入,Герой присоединяется,Herói se Junta,Bohater Dołącza,Held tritt bei
ui.event.tag.add_card,카드 추가,Add Card,Ajouter Carte,Aggiungi Carta,Añadir Carta,カード追加,Προσθήκη Κάρτας,加入卡牌,加入卡牌,Добавить карту,Adicionar Carta,Dodaj Kartę,Karte hinzufügen
ui.event.tag.add_card_named,%s 추가,Add %s,Ajouter %s,Aggiungi %s,Añadir %s,%s 追加,Προσθήκη %s,加入 %s,加入 %s,Добавить %s,Adicionar %s,Dodaj %s,%s hinzufügen
ui.event.tag.battle,전투 발생,Battle,Combat,Battaglia,Batalla,戦闘,Μάχη,战斗,戰鬥,Бой,Batalha,Walka,Kampf
ui.event.tag.battle_elite,엘리트 전투,Elite Battle,Combat Élite,Battaglia Élite,Batalla Élite,エリート戦闘,Μάχη Επίλεκτου,精英战斗,精英戰鬥,Бой с элитой,Batalha Élite,Walka Elity,Elite-Kampf
ui.event.tag.none,효과 없음,No Effect,Aucun Effet,Nessun Effetto,Sin Efecto,効果なし,Καμία Επίδραση,无效果,無效果,Нет эффекта,Sem Efeito,Brak Efektu,Kein Effekt
ui.event.requires_hero,%s 필요,Requires %s,Nécessite %s,Richiede %s,Requiere %s,%s が必要,Απαιτείται %s,需要 %s,需要 %s,Нужен %s,Requer %s,Wymaga %s,Benötigt %s
ui.event.remove_prompt,제거할 카드를 선택하세요,Select a card to remove,Choisir une carte à retirer,Seleziona una carta da rimuovere,Elige una carta a eliminar,除去するカードを選択,Επίλεξε κάρτα για αφαίρεση,选择要移除的卡牌,選擇要移除的卡牌,Выбрать карту для удаления,Selecionar carta para remover,Wybierz kartę do usunięcia,Karte zum Entfernen wählen
ui.settings.card_frame,카드 프레임,Card Frame,Cadre de Carte,Cornice Carta,Marco de Carta,カードフレーム,Πλαίσιο Κάρτας,卡牌边框,卡牌邊框,Рамка карты,Moldura de Carta,Ramka Karty,Kartenrahmen
ui.settings.card_frame.classic,클래식,Classic,Classique,Classico,Clásico,クラシック,Κλασικό,经典,經典,Классика,Clássico,Klasyczny,Klassisch
ui.settings.card_frame.modern,모던,Modern,Moderne,Moderno,Moderno,モダン,Μοντέρνο,现代,現代,Современный,Moderno,Nowoczesny,Modern
ui.settings.card_frame.locked,전투 중에는 변경할 수 없습니다.,Cannot be changed during battle.,Modification impossible en combat.,Non modificabile in combattimento.,No se puede cambiar en combate.,戦闘中は変更できません。,Δεν αλλάζει κατά τη μάχη.,战斗中无法更改。,戰鬥中無法變更。,Нельзя изменить в бою.,Não pode alterar em batalha.,Nie można zmienić podczas walki.,Während des Kampfes nicht änderbar.
ui.settings.msaa,안티에일리어싱,Anti-aliasing,Anti-crénelage,Antialiasing,Suavizado,アンチエイリアス,Εξομάλυνση,抗锯齿,抗鋸齒,Сглаживание,Antisserrilhamento,Antyaliasing,Kantenglättung
ui.settings.msaa.off,꺼짐,Off,Off,Off,Apagado,オフ,Απενεργ.,关闭,關閉,Выкл,Desligado,Wyłączony,Aus
ui.settings.window_size,화면 해상도,Resolution,Résolution,Risoluzione,Resolución,解像度,Ανάλυση,分辨率,解析度,Разрешение,Resolução,Rozdzielczość,Auflösung
ui.settings.window_size.fullscreen,전체 화면,Fullscreen,Plein écran,Schermo intero,Pantalla completa,フルスクリーン,Πλήρης οθόνη,全屏,全螢幕,Полный экран,Tela cheia,Pełny ekran,Vollbild
ui.settings.window_size.borderless,테두리 없는 창,Borderless,Sans bordure,Senza bordi,Sin bordes,ボーダーレス,Χωρίς πλαίσιο,无边框,無邊框,Без рамки,Sem bordas,Bez ramki,Randlos
story.realm.greek.intro,강을 건넌 자는 돌아오지 못한다 했다. 너는 이미 여러 번 건넜다.,"None who cross the river return, it is said. You have crossed it many times.","Nul qui traverse le fleuve ne revient, dit-on. Tu l'as traversé bien des fois.","Chi attraversa il fiume non torna, si dice. Tu l'hai attraversato molte volte.","Quien cruza el río no vuelve, dicen. Tú lo has cruzado muchas veces.",川を渡った者は戻れぬという。お前はもう幾度も渡った。,"Όποιος περνά το ποτάμι δεν γυρίζει, λένε. Εσύ το πέρασες πολλές φορές.",传说渡过冥河者不得归返。而你，已渡过许多次。,傳說渡過冥河者不得歸返。而你，已渡過許多次。,"Говорят, перешедший реку не возвращается. Ты переходил её много раз.",Dizem que quem cruza o rio não volta. Tu o cruzaste muitas vezes.,"Mówią, że kto przekroczy rzekę, nie wraca. Ty przekroczyłeś ją wielekroć.","Wer den Fluss überquert, kehrt nicht zurück, heißt es. Du hast ihn viele Male überquert."
story.realm.egyptian.intro,두아트에서는 심장을 저울에 단다. 네 심장은 매번 같은 무게다 — 기억이 없으니 죄도 공도 쌓이지 않는다.,"In the Duat the heart is weighed. Yours weighs the same each time — with no memory, neither sin nor merit can gather.","Dans la Douât, on pèse le cœur. Le tien pèse le même à chaque fois — sans mémoire, ni faute ni mérite ne s'amassent.","Nella Duat si pesa il cuore. Il tuo pesa uguale ogni volta — senza memoria, né colpa né merito si accumulano.","En la Duat se pesa el corazón. El tuyo pesa igual cada vez — sin memoria, ni culpa ni mérito se acumulan.",ドゥアトでは心臓を秤にかける。お前の心臓は毎度同じ重さだ――記憶がなければ、罪も功も積もらない。,"Στη Ντουάτ ζυγίζουν την καρδιά. Η δική σου ζυγίζει το ίδιο κάθε φορά — χωρίς μνήμη, ούτε αμαρτία ούτε αρετή συσσωρεύονται.",在杜阿特，心脏会被称量。你的心每次都是同样的重量——没有记忆，罪与功皆无从累积。,在杜阿特，心臟會被稱量。你的心每次都是同樣的重量——沒有記憶，罪與功皆無從累積。,"В Дуате взвешивают сердце. Твоё всякий раз весит одинаково — без памяти не копятся ни грех, ни заслуга.","Na Duat pesa-se o coração. O teu pesa igual a cada vez — sem memória, nem culpa nem mérito se acumulam.","W Duat waży się serce. Twoje waży tyle samo za każdym razem — bez pamięci nie gromadzi się ni grzech, ni zasługa.",In der Duat wird das Herz gewogen. Deines wiegt jedes Mal gleich — ohne Gedächtnis häufen sich weder Schuld noch Verdienst.
story.realm.norse.intro,발할라는 영광된 전사자의 끝없는 전쟁이라 했다. 너의 전당과 무엇이 다른가.,"Valhalla, they called the endless war of the glorious dead. How does it differ from your Hall?","Le Valhalla, disaient-ils, guerre sans fin des morts glorieux. En quoi diffère-t-il de ton Sanctuaire ?","Valhalla, la chiamavano: guerra senza fine dei morti gloriosi. In cosa differisce dalla tua Sala?","Valhalla, la llamaban: guerra sin fin de los muertos gloriosos. ¿En qué difiere de tu Santuario?",ヴァルハラ――栄えある戦死者の終わりなき戦と謳われた。お前の殿堂と、何が違う。,"Βαλχάλα, αποκαλούσαν τον ατέλειωτο πόλεμο των ένδοξων νεκρών. Σε τι διαφέρει από την Αίθουσά σου;",瓦尔哈拉，被称作荣耀战死者无尽的战争。这与你的殿堂，又有何异？,瓦爾哈拉，被稱作榮耀戰死者無盡的戰爭。這與你的殿堂，又有何異？,Вальхаллой звали нескончаемую войну славных мертвецов. Чем она отлична от твоего Чертога?,"Valhalla, chamavam à guerra sem fim dos mortos gloriosos. Em que difere do teu Salão?",Walhallą zwano niekończącą się wojnę chwalebnych zmarłych. Czym różni się od twojej Sali?,Walhall nannten sie den endlosen Krieg der glorreichen Toten. Worin unterscheidet er sich von deiner Halle?
story.realm.buddhist.intro,해탈은 수레에서 내리는 것이라 했다. 전당은 너를 내려주지 않는다.,"Release, they said, is to step down from the wheel. The Hall will not let you step down.","La délivrance, disaient-ils, c'est descendre de la roue. Le Sanctuaire ne te laisse pas descendre.","La liberazione, dicevano, è scendere dalla ruota. La Sala non ti lascia scendere.","La liberación, decían, es bajar de la rueda. El Santuario no te deja bajar.",解脱とは輪から降りること、と説かれた。殿堂はお前を降ろさない。,"Η απελευθέρωση, έλεγαν, είναι να κατέβεις από τον τροχό. Η Αίθουσα δεν σε αφήνει να κατέβεις.",解脱，便是从轮上走下，他们如是说。殿堂却不让你走下。,解脫，便是從輪上走下，他們如是說。殿堂卻不讓你走下。,"Освобождение, говорили они, — сойти с колеса. Чертог не даёт тебе сойти.","A libertação, diziam, é descer da roda. O Salão não te deixa descer.","Wyzwolenie, mówili, to zejść z koła. Sala nie pozwala ci zejść.","Erlösung, sagten sie, heißt vom Rad herabzusteigen. Die Halle lässt dich nicht herab."
story.realm.daoist.intro,"망자는 윤회의 수레를 돈다 했다. 너는 같은 몸으로 돌아, 윤회조차 박탈당했다.","The dead turn upon the wheel of rebirth, they said. You turn in the same body — denied even that.","Les morts tournent sur la roue des renaissances, dit-on. Toi, tu tournes dans le même corps — même cela t'est refusé.","I morti girano sulla ruota delle rinascite, si dice. Tu giri nello stesso corpo — persino questo ti è negato.","Los muertos giran en la rueda de los renaceres, dicen. Tú giras en el mismo cuerpo — incluso eso te es negado.",死者は輪廻の輪を巡るという。お前は同じ体で巡り、輪廻すら奪われた。,"Οι νεκροί γυρίζουν στον τροχό της μετενσάρκωσης, λένε. Εσύ γυρίζεις στο ίδιο σώμα — ακόμη κι αυτό σου το αρνήθηκαν.",亡者在轮回之轮上流转，他们说。你却以同一具身躯流转——连轮回也被剥夺。,亡者在輪迴之輪上流轉，他們說。你卻以同一具身軀流轉——連輪迴也被剝奪。,"Мёртвые вращаются на колесе перерождений, говорили. Ты вращаешься в том же теле — лишённый даже этого.","Os mortos giram na roda dos renascimentos, dizem. Tu giras no mesmo corpo — até isso te é negado.","Zmarli krążą na kole odrodzeń, mówili. Ty krążysz w tym samym ciele — nawet tego ci odmówiono.","Die Toten kreisen auf dem Rad der Wiedergeburt, sagten sie. Du kreist im selben Leib — selbst das bleibt dir verwehrt."
story.realm.japanese.intro,황천에서 돌아올 때 돌아보지 말라 했다. 너에겐 돌아볼 기억조차 없다.,"Leaving Yomi, they said, do not look back. You have not even a memory to look back upon.","En quittant le Yomi, disaient-ils, ne regarde pas en arrière. Tu n'as pas même un souvenir vers quoi te retourner.","Lasciando lo Yomi, dicevano, non voltarti. Tu non hai nemmeno un ricordo a cui voltarti.","Al dejar el Yomi, decían, no mires atrás. Tú no tienes ni un recuerdo al que volver la vista.",黄泉から戻るとき、振り返るなと言われた。お前には振り返る記憶さえない。,"Φεύγοντας από τον Γιόμι, έλεγαν, μην κοιτάξεις πίσω. Εσύ δεν έχεις ούτε μια ανάμνηση να κοιτάξεις.",离开黄泉时，他们说，切莫回头。可你连可回望的记忆都没有。,離開黃泉時，他們說，切莫回頭。可你連可回望的記憶都沒有。,"Покидая Ёми, говорили, не оглядывайся. У тебя нет даже воспоминания, на которое можно оглянуться.","Ao deixar o Yomi, diziam, não olhes para trás. Tu não tens sequer uma lembrança para a qual olhar.","Opuszczając Yomi, mówili, nie oglądaj się. Ty nie masz nawet wspomnienia, ku któremu mógłbyś się obejrzeć.","Beim Verlassen von Yomi, sagten sie, blicke nicht zurück. Dir bleibt nicht einmal eine Erinnerung, auf die du zurückblicken könntest."
story.awakening.first,"또다시 눈을 뜬다. 천장의 빛은 어제와 같고, 어제가 언제였는지는 기억나지 않는다.","You wake once more. The light above is the same as yesterday — though when 'yesterday' was, you cannot recall.","Tu t'éveilles encore. La lumière au-dessus est la même qu'hier — mais quand fut « hier », tu l'ignores.","Ti svegli di nuovo. La luce in alto è la stessa di ieri — ma quando fu «ieri», non lo ricordi.","Despiertas una vez más. La luz de arriba es la misma que ayer — aunque cuándo fue «ayer», no lo recuerdas.",再び目を覚ます。天井の光は昨日と同じ。だが「昨日」がいつだったかは思い出せない。,"Ξυπνάς ξανά. Το φως ψηλά είναι ίδιο με χθες — αν και πότε ήταν το «χθες», δεν θυμάσαι.",你再次睁眼。头顶的光与昨日无异——可那「昨日」究竟是何时，你已记不得。,你再次睜眼。頭頂的光與昨日無異——可那「昨日」究竟是何時，你已記不得。,"Ты пробуждаешься вновь. Свет наверху такой же, как вчера, — но когда было это «вчера», ты не помнишь.","Despertas mais uma vez. A luz acima é a mesma de ontem — mas quando foi «ontem», não recordas.","Budzisz się znów. Światło w górze jest jak wczoraj — lecz kiedy było owo „wczoraj”, nie pamiętasz.","Du erwachst erneut. Das Licht droben ist wie gestern — doch wann „gestern“ war, weißt du nicht mehr."
story.awakening.e1,"또 눈을 뜬다. 이 천장을, 이 빛을 — 어디선가 본 듯하다.","You wake again. This ceiling, this light — you feel you have seen them somewhere before.","Tu t'éveilles encore. Ce plafond, cette lumière — il te semble les avoir déjà vus.","Ti svegli di nuovo. Questo soffitto, questa luce — ti pare di averli già visti.","Despiertas de nuevo. Este techo, esta luz — sientes haberlos visto antes.",また目を覚ます。この天井、この光――どこかで見た気がする。,"Ξυπνάς ξανά. Αυτό το ταβάνι, αυτό το φως — σου φαίνονται γνώριμα.",你又一次睁眼。这天花板，这光——仿佛在哪里见过。,你又一次睜眼。這天花板，這光——彷彿在哪裡見過。,"Ты снова пробуждаешься. Этот потолок, этот свет — кажется, ты их где-то видел.","Despertas de novo. Este teto, esta luz — parece que já os viste antes.","Znów się budzisz. Ten sufit, to światło — masz wrażenie, że już je widziałeś.","Du erwachst wieder. Diese Decke, dieses Licht — dir ist, als hättest du sie schon gesehen."
story.awakening.deep1,또. 몇 번째인지 세는 것도 잊었다. 빛은 변함없이 너를 부른다.,"Again. You have forgotten how many times. The light, unchanged, calls you.","Encore. Tu as oublié combien de fois. La lumière, inchangée, t'appelle.","Ancora. Hai dimenticato quante volte. La luce, immutata, ti chiama.","Otra vez. Has olvidado cuántas. La luz, inmutable, te llama.",また。何度目かも忘れた。光は変わらず、お前を呼ぶ。,"Ξανά. Ξέχασες πόσες φορές. Το φως, αναλλοίωτο, σε καλεί.",又一次。第几次已记不清。那光不曾改变，呼唤着你。,又一次。第幾次已記不清。那光不曾改變，呼喚著你。,"Снова. Ты забыл, в который раз. Свет, неизменный, зовёт тебя.","De novo. Esqueceste quantas vezes. A luz, imutável, te chama.","Znów. Zapomniałeś, który to raz. Światło, niezmienne, wzywa cię.","Wieder. Du hast vergessen, zum wievielten Mal. Das Licht, unverändert, ruft dich."
story.reanchor.e1,전당이 너를 다시 거둔다. 흠집 하나 없이 — 기억만 빼고.,The Hall gathers you back. Without a single scratch — save for your memory.,Le Sanctuaire te recueille. Sans la moindre égratignure — hormis ta mémoire.,La Sala ti raccoglie. Senza un graffio — tranne la memoria.,El Santuario te recoge. Sin un rasguño — salvo tu memoria.,殿堂がお前を再び収める。傷ひとつなく――記憶だけを除いて。,Η Αίθουσα σε μαζεύει πάλι. Χωρίς γρατζουνιά — εκτός από τη μνήμη σου.,殿堂将你重新收纳。毫发无伤——唯独失了记忆。,殿堂將你重新收納。毫髮無傷——唯獨失了記憶。,Чертог вновь принимает тебя. Без единой царапины — кроме памяти.,O Salão te recolhe de novo. Sem um arranhão — exceto a memória.,Sala znów cię przygarnia. Bez jednej rysy — prócz pamięci.,Die Halle nimmt dich wieder auf. Ohne einen Kratzer — bis auf dein Gedächtnis.
