keys,ko,en,fr,it,es,ja,el,zh,zh_TW,ru,pt,pl,de
card.cleopatra.ramesses_shield.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.nile_fury.name,나일의 분노,Nile Fury,Fureur du Nil,Furia del Nilo,Furia del Nilo,ナイルの憤怒,Οργή του Νείλου,尼罗河之怒,尼罗河之怒,Ярость Нила,Fúria do Nilo,Furia Nilu,Nil-Zorn
card.cleopatra.nile_fury.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.pharaoh_decree.name,파라오의 명,Pharaoh's Decree,Décret du Pharaon,Editto del Faraone,Decreto del Faraón,ファラオの命,Διάταγμα του Φαραώ,法老之命,法老之命,Декрет фараона,Decreto do Faraó,Dekret Faraona,Pharaonen-Erlass
card.cleopatra.pharaoh_decree.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.nile_whisper.name,나일의 속삭임,Nile's Whisper,Murmure du Nil,Sussurro del Nilo,Susurro del Nilo,ナイルのささやき,Ψίθυρος του Νείλου,尼罗河私语,尼罗河私语,Шёпот Нила,Sussurro do Nilo,Szept Nilu,Nil-Flüstern
card.cleopatra.nile_whisper.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.cleopatras_kiss.name,파라오의 입맞춤,the Pharaoh's Kiss,Baiser de la Pharaonne,Bacio di la Faraona,Beso de la Faraona,ファラオの接吻,Φιλί της Φαραώς,法老之吻,法老之吻,Поцелуй фараона,Beijo do Faraó,Pocałunek Faraona,Kuss des Pharaos
card.cleopatra.cleopatras_kiss.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.poison_fog_spray.name,독안개 살포,Poison Fog Spray,Pulvérisation de brume empoisonnée,Spruzzo di nebbia velenosa,Aerosol de niebla venenosa,毒霧散布,Ψεκασμός Δηλητηριώδους Ομίχλης,喷洒毒雾,喷洒毒雾,Распыление ядовитого тумана,Pulverização de Névoa Tóxica,Rozpylenie Trującej Mgły,Giftnebel-Sprühnebel
card.cleopatra.poison_fog_spray.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.wax_trap.name,밀납의 덫,Wax Trap,Piège de cire,Trappola di cera,Trampa de cera,蜜蝋の罠,Παγίδα Κεριού,蜡之陷阱,蜡之陷阱,Восковая ловушка,Armadilha de Cera,Woskowa Pułapka,Wachsfalle
card.cleopatra.wax_trap.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.sandstorm.name,모래 폭풍,Sandstorm,Tempête de sable,Tempesta di sabbia,Tormenta de arena,砂嵐,Αμμοθύελλα,沙尘暴,沙尘暴,Песчаная буря,Tempestade de Areia,Burza Piaskowa,Sandsturm
card.cleopatra.sandstorm.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.nile_blessing.name,나일의 축복,Nile Blessing,Bénédiction du Nil,Benedizione del Nilo,Bendición del Nilo,ナイルの祝福,Ευλογία του Νείλου,尼罗河的祝福,尼罗河的祝福,Благословение Нила,Bênção do Nilo,Błogosławieństwo Nilu,Nil-Segen
card.cleopatra.nile_blessing.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.snake_gaze.name,뱀의 눈빛,Snake Gaze,Regard du serpent,Sguardo del serpente,Mirada de serpiente,蛇の眼差し,Βλέμμα του Φιδιού,蛇之注视,蛇之注视,Змеиный взгляд,Olhar de Serpente,Wężowe Spojrzenie,Schlangenblick
card.cleopatra.snake_gaze.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.double_fang.name,이중 독니,Double Fang,Double croc,Zanna doppia,Colmillo doble,二重毒牙,Διπλό Δόντι,双重毒牙,双重毒牙,Двойной клык,Presa Dupla,Podwójny Kieł,Doppelzahn
card.cleopatra.double_fang.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.tempting_eye.name,유혹의 눈길,Tempting Eye,Oeil tentateur,Occhio tentatore,Ojo tentador,誘惑の眼差し,Δελεαστικό Μάτι,诱惑之眼,诱惑之眼,Соблазнительный глаз,Olho Tentador,Kuszące Oko,Verlockendes Auge
card.cleopatra.tempting_eye.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.poison_feast.name,독의 향연,Poison Feast,Festin de poison,Banchetto del veleno,Festín de veneno,毒の饗宴,Γιορτή του Δηλητηρίου,毒之飨宴,毒之飨宴,Ядовитый пир,Banquete de Veneno,Trująca Uczta,Giftmahl
card.cleopatra.poison_feast.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.pharaoh_curse.name,파라오의 저주,Pharaoh's Curse,Malédiction du Pharaon,Maledizione del Faraone,Maldición del Faraón,ファラオの呪い,Κατάρα του Φαραώ,法老的诅咒,法老的诅咒,Проклятие фараона,Maldição do Faraó,Klątwa Faraona,Pharaonenfluch
card.cleopatra.pharaoh_curse.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.nile_flow.name,나일의 흐름,Nile Flow,Courant du Nil,Flusso del Nilo,Flujo del Nilo,ナイルの流,Ροή του Νείλου,尼罗河之流,尼罗河之流,Поток Нила,Fluxo do Nilo,Nurt Nilu,Nil-Strömung
card.cleopatra.nile_flow.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.snake_poison_dance.name,뱀의 독무,Snake Poison Dance,Danse du venin du serpent,Danza del veleno del serpente,Danza del veneno de serpiente,蛇の毒舞,Χορός του Δηλητηρίου του Φιδιού,蛇之毒舞,蛇之毒舞,Танец змеиного яда,Dança do Veneno da Serpente,Taniec Wężowej Trucizny,Schlangengift-Tanz
card.cleopatra.snake_poison_dance.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.serpent_ritual.name,뱀의 의식,Serpent Ritual,Rituel du Serpent,Rituale del Serpente,Ritual de la Serpiente,蛇の儀式,Τελετουργικό του Φιδιού,蛇之仪式,蛇之儀式,Ритуал змеи,Ritual da Serpente,Rytuał Węża,Schlangen-Ritual
card.cleopatra.serpent_ritual.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.desert_recipe.name,사막의 약법,Desert Recipe,Recette du désert,Ricetta del deserto,Receta del desierto,砂漠の薬法,Συνταγή της Ερήμου,沙漠药方,沙漠药方,Рецепт пустыни,Receita do Deserto,Pustynny Przepis,Wüsten-Rezept
card.cleopatra.desert_recipe.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.poison_judgment.name,독의 심판,Poison Judgment,Jugement du poison,Giudizio del veleno,Juicio de veneno,毒の審判,Κρίση του Δηλητηρίου,毒之审判,毒之审判,Ядовитый суд,Julgamento Venenoso,Trujący Sąd,Giftiges Urteil
card.cleopatra.poison_judgment.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.isis_fury.name,이시스의 분노,Isis' Fury,Fureur d'Isis,Furia di Iside,Furia de Isis,イシスの憤怒,Οργή της Ίσιδας,伊西斯之怒,伊西斯之怒,Ярость Исиды,Fúria de Ísis,Furia Izydy,Zorn der Isis
card.cleopatra.isis_fury.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.poison_ritual.name,독살의 의식,Poison Ritual,Rituel d'empoisonnement,Rituale di avvelenamento,Ritual de envenenamiento,毒殺の儀式,Τελετουργικό Δηλητηρίασης,毒杀仪式,毒杀仪式,Ритуал яда,Ritual de Veneno,Rytuał Trucizny,Gift-Ritual
card.cleopatra.poison_ritual.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.golden_throne.name,황금 왕좌,Golden Throne,Trône d'or,Trono d'oro,Trono de Oro,黄金の王座,Χρυσός Θρόνος,黄金王座,黃金王座,Золотой трон,Trono Dourado,Złoty Tron,Goldener Thron
card.cleopatra.golden_throne.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.curse_brand.name,저주의 낙인,Curse Brand,Marque de malédiction,Marchio della maledizione,Marca de maldición,呪いの烙印,Στίγμα της Κατάρας,诅咒烙印,诅咒烙印,Клеймо проклятия,Marca da Maldição,Piętno Klątwy,Fluchbrandzeichen
card.cleopatra.curse_brand.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.nile_doom.name,나일의 파멸,Nile Doom,Destin du Nil,Rovina del Nilo,Ruina del Nilo,ナイルの破滅,Όλεθρος του Νείλου,尼罗河的毁灭,尼罗河的毁灭,Гибель Нила,Ruína do Nilo,Zguba Nilu,Nil-Verhängnis
card.cleopatra.nile_doom.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.charming_assault.name,매혹의 강습,Charming Assault,Assaut charmant,Assalto affascinante,Asalto encantador,魅惑の強襲,Γοητευτική Έφοδος,魅惑强袭,魅惑强袭,Очаровательный штурм,Assalto Encantador,Uroczy Szturm,Bezauberungs-Sturm
card.cleopatra.charming_assault.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.pharaoh_fury.name,파라오의 분노,Pharaoh's Fury,Fureur du Pharaon,Furia del Faraone,Furia del Faraón,ファラオの憤怒,Οργή του Φαραώ,法老之怒,法老之怒,Ярость фараона,Fúria do Faraó,Furia Faraona,Pharaonen-Zorn
card.cleopatra.pharaoh_fury.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.curse_crossroads.name,저주의 교차로,Curse Crossroads,Carrefour des malédictions,Incrocio delle maledizioni,Encrucijada de maldiciones,呪いの十字路,Σταυροδρόμι της Κατάρας,诅咒的交汇,诅咒的交汇,Распутье проклятий,Encruzilhada de Maldições,Skrzyżowanie Klątw,Fluch-Kreuzung
card.cleopatra.curse_crossroads.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.poison_throne.name,독의 왕좌,Poison Throne,Trône de poison,Trono del veleno,Trono de veneno,毒の王座,Θρόνος του Δηλητηρίου,毒之王座,毒之王座,Ядовитый трон,Trono de Veneno,Trujący Tron,Giftthron
card.cleopatra.poison_throne.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.isis_judgment.name,이시스의 심판,Isis' Judgment,Jugement d'Isis,Giudizio di Iside,Juicio de Isis,イシスの審判,Κρίση της Ίσιδας,伊西斯的审判,伊西斯的审判,Суд Исиды,Julgamento de Ísis,Sąd Izydy,Gericht der Isis
card.cleopatra.isis_judgment.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.sekhmet_curse.name,세케메트의 저주,Sekhmet's Curse,Malédiction de Sekhmet,Maledizione di Sekhmet,Maldición de Sekhmet,セケメトの呪い,Κατάρα της Σεχμέτ,塞赫美特的诅咒,塞赫美特的诅咒,Проклятие Сехмет,Maldição de Sekhmet,Klątwa Sechmet,Sachmets Fluch
card.cleopatra.sekhmet_curse.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.yi_sun_sin.strike.name,스트라이크,Strike,Frappe,Colpo,Golpe,ストライク,Χτύπημα,打击,打击,Удар,Golpe,Cios,Schlag
card.yi_sun_sin.strike.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.defend.name,디펜드,Defend,Défense,Difesa,Defensa,ディフェンド,Άμυνα,防御,防御,Защита,Defesa,Obrona,Verteidigung
card.yi_sun_sin.defend.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.shield.name,방패,Shield,Bouclier,Scudo,Escudo,盾,Ασπίδα,盾牌,盾牌,Щит,Escudo,Tarcza,Schild
card.yi_sun_sin.shield.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.counter_strike.name,역공,Counter Strike,Contre-attaque,Contrattacco,Contraataque,逆攻,Αντεπίθεση,反击,反击,Контр-удар,Contra-Golpe,Kontra-Cios,Konterschlag
card.yi_sun_sin.counter_strike.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.turtle_ship_charge.name,거북선 돌격,Turtle Ship Charge,Charge du bateau-tortue,Carica della nave tartaruga,Carga del barco tortuga,亀甲船突撃,Έφοδος Πλοίου-Χελώνας,龟船突击,龟船突击,Атака Корабля-черепахи,Carga do Navio Tartaruga,Szarża Statku-Żółwia,Schildkrötenschiff-Angriff
card.yi_sun_sin.turtle_ship_charge.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.counter.name,반격,Counter,Contre,Contrattacco,Contraatacar,反撃,Ανταπόδοση,反击,反击,Контратака,Contra-ataque,Kontra,Konter
card.yi_sun_sin.counter.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.iron_armor.name,철갑,Iron Armor,Armure de fer,Armatura di ferro,Armadura de hierro,鉄甲,Σιδερένια Θωράκιση,铁甲,铁甲,Железная броня,Armadura de Ferro,Żelazna Zbroja,Eiserne Rüstung
card.yi_sun_sin.iron_armor.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.turtle_shield.name,거북선 방패,Turtle Shield,Bouclier du bateau-tortue,Scudo della nave tartaruga,Escudo del barco tortuga,亀甲船の盾,Ασπίδα του Πλοίου-Χελώνας,龟船之盾,龟船之盾,Щит черепахи,Escudo da Tartaruga,Tarcza Żółwia,Schildkröten-Schild
card.yi_sun_sin.turtle_shield.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.crane_wing.name,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.crane_wing.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.formation_boost.name,진형 강화,Formation Boost,Renfort de formation,Potenziamento della formazione,Mejora de formación,陣形強化,Ενίσχυση Σχηματισμού,加强阵型,加强阵型,Усиление построения,Reforço de Formação,Wzmocnienie Formacji,Formations-Verstärkung
card.yi_sun_sin.formation_boost.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.naval_training.name,수군 훈련,Naval Training,Entraînement naval,Addestramento navale,Entrenamiento naval,水軍訓練,Ναυτική Εκπαίδευση,水师训练,水师训练,Морская подготовка,Treinamento Naval,Trening Morski,Marine-Training
card.yi_sun_sin.naval_training.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.hansan_victory.name,한산대첩,Hansan Victory,Victoire de Hansan,Vittoria di Hansan,Victoria de Hansan,閑山大捷,Νίκη του Χανσάν,闲山大捷,闲山大捷,Победа при Хансане,Vitória de Hansan,Zwycięstwo Hansan,Hansan-Sieg
card.yi_sun_sin.hansan_victory.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.strict_training.name,엄정한 훈련,Strict Training,Entraînement strict,Addestramento rigoroso,Entrenamiento estricto,厳正な訓練,Αυστηρή Εκπαίδευση,严正训练,严正训练,Строгая подготовка,Treinamento Rigoroso,Surowy Trening,Strenges Training
card.yi_sun_sin.strict_training.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.last_stand.name,배수진,Last Stand,Dernier combat,Ultima difesa,Última defensa,背水の陣,Έσχατη Άμυνα,背水一战,背水一战,Последний бой,Última Resistência,Ostatnia Walka,Letzter Widerstand
card.yi_sun_sin.last_stand.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.yi_sun_sin.death_or_glory.name,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.yi_sun_sin.death_or_glory.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.yi_sun_sin.indomitable.name,불굴,Indomitable,Indomptable,Indomabile,Indomable,不屈,Αδάμαστος,不屈,不屈,Несгибаемый,Indomável,Niezłomny,Unbeugsam
card.yi_sun_sin.indomitable.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.yi_sun_sin.naval_maneuver.name,해군 기동,Naval Maneuver,Manoeuvre navale,Manovra navale,Maniobra naval,海軍機動,Ναυτικός Ελιγμός,海军机动,海军机动,Морской манёвр,Manobra Naval,Manewr Morski,Marine-Manöver
card.yi_sun_sin.naval_maneuver.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.noryang_battle.name,노량 해전,Noryang Battle,Bataille de Noryang,Battaglia di Noryang,Batalla de Noryang,露梁海戦,Ναυμαχία του Νοριάνγκ,露梁海战,露梁海战,Битва при Норян,Batalha de Noryang,Bitwa pod Noryang,Schlacht von Noryang
card.yi_sun_sin.noryang_battle.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.crane_wing_complete.name,학익진 완성,Crane Wing Complete,Aile de grue achevée,Ala di gru completa,Ala de grulla completa,鶴翼の陣完成,Ολοκλήρωση Σχηματισμού Γερανού,鹤翼阵成,鹤翼阵成,Полное Журавлиное крыло,Asa de Grou Completa,Pełne Skrzydło Żurawia,Vollständiger Kranichflügel
card.yi_sun_sin.crane_wing_complete.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.armor_upgrade.name,장갑 강화,Armor Upgrade,Amélioration d'armure,Potenziamento armatura,Mejora de armadura,装甲強化,Αναβάθμιση Θωράκισης,加强装甲,加强装甲,Улучшение брони,Aprimorar Armadura,Ulepszenie Zbroi,Rüstungs-Verbesserung
card.yi_sun_sin.armor_upgrade.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.consecutive_defense.name,연속 방어,Consecutive Defense,Défense consécutive,Difesa consecutiva,Defensa consecutiva,連続防御,Συνεχόμενη Άμυνα,连续防御,连续防御,Последовательная защита,Defesa Consecutiva,Kolejna Obrona,Aufeinanderfolgende Verteidigung
card.yi_sun_sin.consecutive_defense.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.iron_wall.name,철벽,Iron Wall,Mur de fer,Muro di ferro,Muro de hierro,鉄壁,Σιδερένιο Τείχος,铁壁,铁壁,Железная стена,Muralha de Ferro,Żelazna Ściana,Eisenwand
card.yi_sun_sin.iron_wall.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.charge_stance.name,돌격 태세,Charge Stance,Posture de charge,Posizione di carica,Postura de carga,突撃態勢,Στάση Εφόδου,突击态势,突击态势,Стойка атаки,Postura de Carga,Postawa Szarży,Angriffshaltung
card.yi_sun_sin.charge_stance.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.cannon_fire.name,함포 사격,Cannon Fire,Feu de canon,Fuoco di cannone,Fuego de cañón,艦砲射撃,Πυρά Κανονιών,舰炮轰击,舰炮轰击,Пушечный огонь,Disparo de Canhão,Ogień Armatni,Kanonenfeuer
card.yi_sun_sin.cannon_fire.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.shield_guard.name,방패막이,Shield Guard,Garde au bouclier,Guardia con lo scudo,Protección con escudo,盾ガード,Προστασία με Ασπίδα,盾挡,盾挡,Защита щитом,Guarda de Escudo,Straż Tarczy,Schildwache
card.yi_sun_sin.shield_guard.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.counter_stance.name,반격 태세,Counter Stance,Posture de contre,Posizione di contrattacco,Postura de contraataque,反撃態勢,Στάση Ανταπόδοσης,反击态势,反击态势,Контр-стойка,Postura de Contra-ataque,Postawa Kontry,Konter-Haltung
card.yi_sun_sin.counter_stance.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.fleet_rally.name,함대 결집,Fleet Rally,Ralliement de la flotte,Raduno della flotta,Reunión de la flota,艦隊結集,Συγκέντρωση Στόλου,舰队集结,舰队集结,Сбор флота,Reunião da Frota,Zbiórka Floty,Flotten-Versammlung
card.yi_sun_sin.fleet_rally.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.morale_boost.name,사기 고취,Morale Boost,Regain de moral,Incentivo al morale,Mejora de moral,士気高揚,Ενίσχυση Ηθικού,鼓舞士气,鼓舞士气,Подъём морали,Aumento de Moral,Wzrost Morale,Moral-Schub
card.yi_sun_sin.morale_boost.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
